academic-honors,properties.title.type,string
academic-honors,properties.title.minLength,1
academic-honors,properties.description.title,Description
academic-honors,properties.description.description,A full description of an academic honor
academic-honors,properties.description.type,string
academic-honors,properties.type.title,Type
academic-honors,properties.type.description,A type of academic honor.
academic-honors,properties.type.enum,award;distinction
academic-honors,properties.type.type,string
academic-honors,properties.organization.title,Awarding Organization
academic-honors,properties.organization.description,The organization which awards the academic honor.
academic-honors,properties.organization.type,object
academic-honors,properties.organization.properties.id.title,ID
academic-honors,properties.organization.properties.id.description,The global identifier for Awarding Organization
academic-honors,properties.organization.properties.id.type,string
academic-honors,properties.organization.properties.id.format,guid
academic-honors,properties.organization.properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
academic-honors,properties.organization.links.rel,self
academic-honors,properties.organization.links.href,/organizations/{id}
academic-honors,properties.organization.links.targetSchema.$ref,organizations.json#
academic-honors,properties.organization.additionalProperties,false
academic-honors,properties.organization.required,id
academic-honors,required,id;title;type
academic-honors,additionalProperties,false
academic-levels,description,A designation of the level of instruction of a course or a program of study.
academic-levels,type,object
academic-levels,properties.metadata.title,Metadata
academic-levels,properties.metadata.description,Metadata about the JSON payload
academic-levels,properties.metadata.type,object
academic-levels,properties.metadata.properties.createdBy.title,Created By
academic-levels,properties.metadata.properties.createdBy.description,The name of the originator (user or system) of the data. This is informational only, do not use in business logic!
academic-levels,properties.metadata.properties.createdBy.type,string
academic-levels,properties.metadata.properties.createdOn.title,Created On
academic-levels,properties.metadata.properties.createdOn.description,The date and time when the entity instance was created
academic-levels,properties.metadata.properties.createdOn.oneOf.type,string
academic-levels,properties.metadata.properties.createdOn.oneOf.format,date-time
academic-levels,properties.metadata.properties.createdOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
academic-levels,properties.metadata.properties.createdOn.oneOf.type,string
academic-levels,properties.metadata.properties.createdOn.oneOf.maxLength,
academic-levels,properties.metadata.properties.modifiedBy.title,Modified By
academic-levels,properties.metadata.properties.modifiedBy.description,The name of the modifier (user or system) of the data. This is informational only, do not use in business logic!
academic-levels,properties.metadata.properties.modifiedBy.type,string
academic-levels,properties.metadata.properties.modifiedOn.title,Modified On
academic-levels,properties.metadata.properties.modifiedOn.description,The date and time when the entity instance was last modified
academic-levels,properties.metadata.properties.modifiedOn.oneOf.type,string
academic-levels,properties.metadata.properties.modifiedOn.oneOf.format,date-time
academic-levels,properties.metadata.properties.modifiedOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
academic-levels,properties.metadata.properties.modifiedOn.oneOf.type,string
academic-levels,properties.metadata.properties.modifiedOn.oneOf.maxLength,
academic-levels,properties.metadata.additionalProperties,false
academic-levels,properties.id.title,ID
academic-levels,properties.id.description,A globally unique identifier of the academic level.
academic-levels,properties.id.type,string
academic-levels,properties.id.format,guid
academic-levels,properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
academic-levels,properties.code.title,Code
academic-levels,properties.code.description,The code that identifies the academic level (e.g. 'UG').
academic-levels,properties.code.type,string
academic-levels,properties.title.title,Title
academic-levels,properties.title.description,The full name of the academic level (e.g. 'Undergraduate').
academic-levels,properties.title.type,string
academic-levels,properties.title.minLength,1
academic-levels,properties.description.title,Description
academic-levels,properties.description.description,A description of the academic level.
academic-levels,properties.description.type,string
academic-levels,required,id;title
academic-levels,additionalProperties,false
academic-periods,description,A specified interval of time used in institutions of higher education (e.g. academic year, term).
academic-periods,type,object
academic-periods,properties.metadata.title,Metadata
academic-periods,properties.metadata.description,Metadata about the JSON payload
academic-periods,properties.metadata.type,object
academic-periods,properties.metadata.properties.createdBy.title,Created By
academic-periods,properties.metadata.properties.createdBy.description,The name of the originator (user or system) of the data. This is informational only, do not use in business logic!
academic-periods,properties.metadata.properties.createdBy.type,string
academic-periods,properties.metadata.properties.createdOn.title,Created On
academic-periods,properties.metadata.properties.createdOn.description,The date and time when the entity instance was created
academic-periods,properties.metadata.properties.createdOn.oneOf.type,string
academic-periods,properties.metadata.properties.createdOn.oneOf.format,date-time
academic-periods,properties.metadata.properties.createdOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
academic-periods,properties.metadata.properties.createdOn.oneOf.type,string
academic-periods,properties.metadata.properties.createdOn.oneOf.maxLength,
academic-periods,properties.metadata.properties.modifiedBy.title,Modified By
academic-periods,properties.metadata.properties.modifiedBy.description,The name of the modifier (user or system) of the data. This is informational only, do not use in business logic!
academic-periods,properties.metadata.properties.modifiedBy.type,string
academic-periods,properties.metadata.properties.modifiedOn.title,Modified On
academic-periods,properties.metadata.properties.modifiedOn.description,The date and time when the entity instance was last modified
academic-periods,properties.metadata.properties.modifiedOn.oneOf.type,string
academic-periods,properties.metadata.properties.modifiedOn.oneOf.format,date-time
academic-periods,properties.metadata.properties.modifiedOn.oneOf.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
academic-periods,properties.metadata.properties.modifiedOn.oneOf.type,string
academic-periods,properties.metadata.properties.modifiedOn.oneOf.maxLength,
academic-periods,properties.metadata.additionalProperties,false
academic-periods,properties.id.title,ID
academic-periods,properties.id.description,A global identifier of an academic time period.
academic-periods,properties.id.type,string
academic-periods,properties.id.format,guid
academic-periods,properties.id.pattern,^[a-f0-9]{8}(?:-[a-f0-9]{4}){3}-[a-f0-9]{12}$
academic-periods,properties.code.title,Code
academic-periods,properties.code.description,A code that identifies an academic time period.
academic-periods,properties.code.type,string
academic-periods,properties.title.title,Title
academic-periods,properties.title.description,The full name of an academic time period (e.g. 'Fall 2014').
academic-periods,properties.title.type,string
academic-periods,properties.title.minLength,1
academic-periods,properties.description.title,Description
academic-periods,properties.description.description,A description of an academic time period.
academic-periods,properties.description.type,string
academic-periods,properties.startOn.title,Period Start Date
academic-periods,properties.startOn.description,The date at which the period begins
academic-periods,properties.startOn.type,string
academic-periods,properties.startOn.format,date-time
academic-periods,properties.startOn.pattern,^(-?(?:[1-9][0-9]*)?[0-9]{4})-(1[0-2]|0[1-9])-(3[0-1]|0[1-9]|[1-2][0-9])T(2[0-3]|[0-1][0-9]):([0-5][0-9]):([0-5][0-9])(\.[0-9]+)?(Z|[+-](?:2[0-3]|[0-1][0-9]):[0-5][0-9])?$
academic-periods,properties.endOn.title,Period End Date
academic-periods,properties.endOn.description,The date at which the period ends
